"id","title","description","avatar","slug","is_active","is_featured","favorite_id","user_id","category_id","created_at","updated_at","deleted_at"
"1","Welcome to Our Blog","This is the first post on our blog, created by the admin.",NULL,"welcome-to-our-blog","1","1",NULL,"2","1","2025-06-09 10:51:11","2025-06-09 10:51:11",NULL
"2","Teaching Tips for Success","Helpful tips for teachers to succeed in the classroom.",NULL,"teaching-tips-for-success","1","0",NULL,"4","2","2025-06-09 10:51:11","2025-06-09 10:51:11",NULL
"3","Latest Technology Trends","An overview of the latest trends in technology.",NULL,"latest-technology-trends","1","0",NULL,"2","1","2025-06-09 10:51:11","2025-06-09 10:51:11",NULL
"4","Classroom Management Strategies","Effective strategies for managing a classroom.",NULL,"classroom-management-strategies","1","0",NULL,"4","2","2025-06-09 10:51:11","2025-06-09 10:51:11",NULL
"5","Health and Wellness Tips","Tips for maintaining health and wellness.",NULL,"health-and-wellness-tips","1","0",NULL,"2","3","2025-06-09 10:51:11","2025-06-09 10:51:11",NULL
"id","student_id","user_id","title","description","fecha_entrega","status","created_at","updated_at"
"1",NULL,"4","Tarea: Entrega de proyecto de matemáticas","Completar el proyecto sobre álgebra y entregarlo en formato PDF.","2025-06-10","INACTIVE","2025-06-09 10:51:11","2025-06-09 10:51:11"
"2",NULL,"4","Tarea: Lectura de capítulo 5 de historia","Leer y resumir el capítulo 5 para discusión en clase.","2025-06-20","INACTIVE","2025-06-09 10:51:11","2025-06-09 10:51:11"
"3",NULL,"4","Examen: Matemáticas","Examen final de matemáticas, temas álgebra y geometría.","2025-06-15","INACTIVE","2025-06-09 10:51:11","2025-06-09 10:51:11"
"4",NULL,"4","Examen: Historia","Examen de historia sobre la revolución industrial.","2025-06-25","INACTIVE","2025-06-09 10:51:11","2025-06-09 10:51:11"
"5",NULL,"4","Presentación: Proyecto de ciencias","Presentar el proyecto de ciencias en clase.","2025-06-30","INACTIVE","2025-06-09 10:51:11","2025-06-09 10:51:11"
"id","student_id","materia_id","grade","lapso","anio_escolar","created_at","updated_at"
"16","Aglae","Boehm","1996-10-31 00:00:00","1","1225630127","5th","o","1000.00",NULL,"RETIRED","6","4","2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"17","Estefania","Weber","2021-09-25 00:00:00","2","0974774388","5th","f","1000.00",NULL,"INACTIVE","6","4","2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"18","Earl","Crooks","2008-08-26 00:00:00","1","8183424066","4th","s","1000.00",NULL,"GRADUATED","7","4","2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"19","Archibald","Stroman","2011-08-14 00:00:00","1","0008035953","5th","h","1000.00",NULL,"ACTIVE","7","4","2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"20","Collin","Johns","1983-01-08 00:00:00","1","3162397274","4th","g","1000.00",NULL,"ACTIVE","8","4","2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"21","Donnell","Ziemann","1975-04-18 00:00:00","1","0966439883","2nd","t","1000.00",NULL,"INACTIVE","8","4","2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"22","Marilyne","Doyle","1997-05-29 00:00:00","1","7538976096","2nd","b","1000.00",NULL,"INACTIVE","9","4","2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"23","Adrain","Stokes","1981-04-08 00:00:00","2","8341068745","4th","t","1000.00",NULL,"GRADUATED","9","4","2025-06-09 10:51:09","2025-06-09 10:51:09",NULL
"24","Jermain","Jast","1987-11-05 00:00:00","2","1451524720","1st","x","1000.00",NULL,"INACTIVE","10","4","2025-06-09 10:51:09","2025-06-09 15:48:59",NULL
"25","Rebekah","Kuphal","2012-02-22 00:00:00","1","2709078750","3rd","o","1000.00",NULL,"INACTIVE","10","4","2025-06-09 10:51:09","2025-06-09 15:30:09",NULL
"26","Elijah","Jast","1974-12-11 00:00:00","1","2592854634","1st","u","1000.00",NULL,"INACTIVE","10","4","2025-06-09 10:51:09","2025-06-09 15:49:11",NULL
"id","precio_dia","created_at","updated_at","deleted_at"
"1","95.74","2025-06-09 15:37:14","2025-06-09 15:37:14",NULL
"id","tipo","ciorif","telefono","bankAccount","bankName","bankAccountType","email","user","status","created_at","updated_at","deleted_at"
"1","Transferencia Bolívares",NULL,NULL,"01051223345678904","mercantil","Corriente",NULL,"das","ACTIVE","2023-10-10 05:32:48","2023-10-10 06:04:50",NULL
"2","Transferencia Dólares",NULL,NULL,"ZEL0101010143543","BOFA",NULL,"ddsa",NULL,"ACTIVE","2024-01-10 02:07:20","2024-01-10 02:07:43",NULL
"3","Pago Móvil","123456","234567","253453","Mercantil Pago M",NULL,NULL,NULL,"ACTIVE","2024-01-16 03:17:12","2024-01-16 03:17:16",NULL
"4","Pago Móvil","1223338","234566777",NULL,"Provincial",NULL,NULL,NULL,"ACTIVE","2024-05-17 05:16:25","2024-05-17 05:16:29",NULL
"id","name","surname","n_doc","birth_date","gender","status","mobile","telefono","address","avatar","grado","email","email_verified_at","password","materia_id","remember_token","created_at","updated_at","deleted_at"
"1","super","Johnson",NULL,NULL,"1","1",NULL,NULL,NULL,NULL,NULL,"superadmin@superadmin.com","2025-06-09 14:51:08","$2y$10$dlCVoYL/iZZ6nOfsP4dh2.Ef.iZSxeC/wqzZByjRabgrSbXiw.IqS",NULL,NULL,"2025-06-09 10:51:08","2025-06-09 10:51:08",NULL
"2","admin","Johnson",NULL,NULL,"1","1",NULL,NULL,NULL,NULL,NULL,"admin@admin.com","2025-06-09 14:51:08","$2y$10$kkeRuch7IiX/vZkYOQaVYug1tS9MpdTz4q7DPolJwsSnUvXuJ4jkS",NULL,NULL,"2025-06-09 10:51:08","2025-06-09 10:51:08",NULL
"3","invitado","Johnson",NULL,NULL,"1","1",NULL,NULL,NULL,NULL,NULL,"invitado@invitado.com","2025-06-09 14:51:08","$2y$10$0MCfi3gr.JiLz2tEfvxb1e3Dl9IUzI1MEIxQPJ2gkZrn5IeE8Pcza",NULL,NULL,"2025-06-09 10:51:08","2025-06-09 10:51:08",NULL
"4","maestro","Johnson",NULL,NULL,"1","1",NULL,NULL,NULL,NULL,NULL,"maestro@maestro.com","2025-06-09 14:51:08","$2y$10$qj6wDkwV4FNjNmPPp.SjM.h8hr5tAwRNFyZFbMgRqVc4mMMOxVeYC",NULL,NULL,"2025-06-09 10:51:08","2025-06-09 10:51:08",NULL
